season,team,matches,wins,points,nrr,position,nrr_rank,longest_winning_streak,longest_winless_streak,unique_match_winners,unique_match_winners_rank,is_top_4,is_top_2,is_champion
2022,Rajasthan Royals,2,2,4,2.1,1,1,2,0,2,1,1,1,
2022,Rajasthan Royals,3,2,4,1.218,2,1,2,1,2,2,1,1,
2022,Rajasthan Royals,4,3,6,0.951,2,2,2,1,3,1,1,1,
2022,Rajasthan Royals,5,3,6,0.389,3,3,2,1,3,2,1,1,
2022,Rajasthan Royals,6,4,8,0.38,2,3,2,1,3,4,1,1,
2022,Rajasthan Royals,7,5,10,0.432,3,3,2,1,3,5,1,1,
2022,Rajasthan Royals,8,6,12,0.561,2,3,3,1,4,3,1,1,
2022,Rajasthan Royals,9,6,12,0.45,2,3,3,1,4,4,1,1,
2022,Rajasthan Royals,10,6,12,0.34,3,3,3,2,4,5,1,1,
2022,Rajasthan Royals,11,7,14,0.326,3,2,3,2,5,3,1,1,
2022,Rajasthan Royals,12,7,14,0.228,3,3,3,2,5,4,1,1,
2022,Rajasthan Royals,13,8,16,0.304,2,2,3,2,6,2,1,1,
2022,Rajasthan Royals,14,9,18,0.298,2,2,3,2,7,2,1,1,
2022,Royal Challengers Bangalore,1,0,0,-0.697,8,8,0,1,0,6,1,0,
2022,Royal Challengers Bangalore,2,1,2,-0.048,6,6,1,1,1,3,1,0,
2022,Royal Challengers Bangalore,3,2,4,0.159,6,6,2,1,2,2,1,0,
2022,Royal Challengers Bangalore,4,3,6,0.294,3,4,3,1,3,1,1,0,
2022,Royal Challengers Bangalore,5,3,6,0.006,6,7,3,1,3,2,1,0,
2022,Royal Challengers Bangalore,6,4,8,0.142,4,6,3,1,3,4,1,0,
2022,Royal Challengers Bangalore,7,5,10,0.251,4,5,3,1,4,3,1,0,
2022,Royal Challengers Bangalore,8,5,10,-0.472,5,8,3,1,4,3,1,0,
2022,Royal Challengers Bangalore,9,5,10,-0.572,5,9,3,2,4,4,1,0,
2022,Royal Challengers Bangalore,10,5,10,-0.558,7,9,3,3,4,5,1,0,
2022,Royal Challengers Bangalore,11,6,12,-0.444,4,9,3,3,5,3,1,0,
2022,Royal Challengers Bangalore,12,7,14,-0.115,4,7,3,3,5,4,1,0,
2022,Royal Challengers Bangalore,13,7,14,-0.323,5,9,3,3,5,5,1,0,
2022,Royal Challengers Bangalore,14,8,16,-0.253,4,8,3,3,6,4,1,0,
2022,Sunrisers Hyderabad,1,0,0,-3.05,10,10,0,1,0,6,0,0,
2022,Sunrisers Hyderabad,2,0,0,-1.825,10,10,0,2,0,8,0,0,
2022,Sunrisers Hyderabad,3,1,2,-0.889,8,8,1,2,1,6,0,0,
2022,Sunrisers Hyderabad,4,2,4,-0.501,8,8,2,2,2,5,0,0,
2022,Sunrisers Hyderabad,5,3,6,-0.196,7,8,3,2,3,2,0,0,
2022,Sunrisers Hyderabad,6,4,8,-0.077,5,8,4,2,4,2,0,0,
2022,Sunrisers Hyderabad,7,5,10,0.691,2,2,5,2,5,2,0,0,
2022,Sunrisers Hyderabad,8,5,10,0.6,3,2,5,2,5,2,0,0,
2022,Sunrisers Hyderabad,9,5,10,0.471,4,2,5,2,5,2,0,0,
2022,Sunrisers Hyderabad,10,5,10,0.325,5,4,5,3,5,3,0,0,
2022,Sunrisers Hyderabad,11,5,10,-0.031,6,6,5,4,5,3,0,0,
2022,Sunrisers Hyderabad,12,5,10,-0.27,8,9,5,5,5,4,0,0,
2022,Sunrisers Hyderabad,13,6,12,-0.23,8,8,5,5,5,5,0,0,
2022,Sunrisers Hyderabad,14,6,12,-0.379,8,9,5,5,5,6,0,0,
